Sample #,Date Collected,Sampling Time,Time Of Low Tide,Julian Day,Site Code,Site Name,Site Latitude,Site Longitude,Air Temperature,Surface Water Temperature,Water Temperature At -3 Feet,Salinity,Chlorophyll,Oyster Tissue Temperature,"Total Vibrio Parahaemolyticus, Water","Tdh+ Vibrio Parahaemolyticus, Water","Total Vibrio Parahaemolyticus, Net Tow","Tdh+ Vibrio Parahaemolyticus, Net Tow","Total Vibrio Parahemolyticus, Oyster","Tdh+ Vibrio Parahaemolyticus, Oyster",Record Number,Accessed Date,Source Url,Preferred Citation
290,2007-09-25 00:00:00,2007-09-25 11:30:00,2007-09-25 11:18:00,268,MCSS008,"Case Inlet, North North Bay",47.40244,-122.82406,13.1,16.2,16.3,31,1.296,15.1,72.5,101,195,57.2,2.3,0,Row 553 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
291,2007-09-26 00:00:00,2007-09-26 07:35:00,2007-09-26 06:47:00,269,GHGH000,Grays Habor,46.96043,-124.03574,12.1,14.6,14.6,26,4.073,12,12.5,17.1,27.2,2.78,2.3,0,Row 554 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
293,2007-10-01 00:00:00,2007-10-01 04:55:00,2007-10-01 04:39:00,274,MCHI018,Hammersley Inlet,47.20665,-123.01017,9.8,14.3,14.3,31,.869,10.9,16.6,29,171,178,.92,0,Row 555 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
294,2007-10-01 00:00:00,2007-10-01 05:40:00,2007-10-01 04:39:00,274,MCSS013,Oakland Bay,47.22503,-123.0373,10.2,14,14,32,2.096,11,28.4,41.9,69.5,53.8,3.8,0,Row 556 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
292,2007-10-01 00:00:00,2007-10-01 04:25:00,2007-10-01 03:39:00,274,MCSS018,Totten Inlet,47.143,-123.06354,10.9,13.6,13.6,30,2.463,10,65.8,97.6,1020,821,9.3,0,Row 557 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
295,2007-10-01 00:00:00,2007-10-01 03:25:00,2007-10-01 03:19:00,274,TCSS0E0,Eld Inlet,47.11399,-122.94886,10.8,12.9,12.9,30,1.408,11.1,2.49,4.46,94.8,148,.92,0,Row 558 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
296,2007-10-01 00:00:00,2007-10-01 04:00:00,2007-10-01 03:39:00,274,TCSS0T2,South Totten Inlet,47.11496,-123.02234,10.6,13.47,13.4,31,1.891,11.4,16.8,25.1,30.9,39.3,2.3,0,Row 559 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
297,2007-10-02 00:00:00,2007-10-02 05:20:00,2007-10-02 03:36:00,275,MCHC004,"Mike's beach, Hood canal",47.55801,-123.02454,12,11.4,11.2,32,3.476,11.9,23.2,35.2,107,124,9.3,0,Row 560 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
298,2007-10-02 00:00:00,2007-10-02 04:55:00,2007-10-02 03:36:00,275,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,11.9,10.2,10.3,7,.865,11.9,25,.65,119,306,2.3,0,Row 561 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
300,2007-10-02 00:00:00,2007-10-02 03:50:00,2007-10-02 03:40:00,275,MCHC007,"Potlatch, Hood canal",47.36011,-123.15604,12.1,10.7,10.7,31,10.61,11.6,26.2,29.7,125,176,.36,0,Row 562 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
299,2007-10-02 00:00:00,2007-10-02 04:07:00,2007-10-02 03:36:00,275,MCHC056,Hoodsport,47.39555,-123.1438,11.8,10.7,10.7,30,.43,11.7,8.38,15.1,38.2,58.9,.36,0,Row 563 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
302,2007-10-03 00:00:00,2007-10-03 04:35:00,2007-10-03 04:43:00,276,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,9.2,13.2,13.5,29,1.433,9.6,27.6,21,94.7,25.7,2.3,0,Row 564 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
301,2007-10-03 00:00:00,2007-10-03 06:05:00,2007-10-03 04:43:00,276,MCHC014,"Belfair park, Hood canal",47.42855,-122.87437,7.3,12.6,12.6,21,.693,9.2,11.9,24.5,146,113,750,0,Row 565 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
304,2007-10-03 00:00:00,2007-10-03 05:20:00,2007-10-03 04:43:00,276,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,9.8,12.5,12.3,29,2.5,9.8,9.57,8.86,1.06,0,15,0,Row 566 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
303,2007-10-03 00:00:00,2007-10-03 06:45:00,2007-10-03 05:53:00,276,MCSS008,"Case Inlet, North North Bay",47.40244,-122.82406,9.2,12,12.2,29,12.98,9.1,22.4,17.4,101,42.5,0,0,Row 567 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
308,2007-10-04 00:00:00,2007-10-04 05:45:00,2007-10-04 05:53:00,277,JCHC007,Thorndyke Bay,47.80881,-122.74017,9.21,12.5,12.1,30,,8.9,.63,.35,72.5,94.4,0,0,Row 568 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
309,2007-10-04 00:00:00,2007-10-04 06:50:00,2007-10-04 05:43:00,277,JCHC011,Quilcene Bay,47.78746,-122.85935,6.9,11.9,13.1,30,,7.7,.02,0,27,62.4,.74,0,Row 569 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
307,2007-10-04 00:00:00,2007-10-04 06:35:00,2007-10-04 05:43:00,277,JCHC013,Dabob Bay,47.76963,-122.82102,8.8,11.1,12.6,21,,8.6,49.2,59.6,112,13.6,.36,0,Row 570 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
306,2007-10-04 00:00:00,2007-10-04 07:45:00,2007-10-04 05:45:00,277,JCHC021,Duckabush,47.64711,-122.92964,5.2,9.7,10.7,15,,6.7,14.6,30.8,368,183,.74,0,Row 571 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
305,2007-10-04 00:00:00,2007-10-04 07:25:00,2007-10-04 05:40:00,277,JCMI005,Mystery Bay,48.0569,-122.69488,8.6,12.1,12,30,,8.8,5.81,.31,12.2,2.36,0,0,Row 572 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
310,2007-10-07 00:00:00,2007-10-07 09:21:00,2007-10-07 08:39:00,280,SKSB009,Samish Bay,48.58865,-122.48548,13.2,11.5,11.9,24,6.184,14.1,29.3,56.9,30.6,18.8,0,0,Row 573 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
311,2007-10-08 00:00:00,2007-10-08 07:20:00,2007-10-08 06:15:00,281,PAWB002,Nahcotta,46.45461,-124.00977,6.7,12,11.7,30,2.717,8.1,27,29.5,0,0,0,0,Row 574 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
313,2007-10-10 00:00:00,2007-10-10 06:55:00,2007-10-10 06:37:00,283,GHGH000,Grays Habor,46.96043,-124.03574,12.1,12.4,12.4,25,4.31,12.1,43.4,39.3,81.5,19.8,0,0,Row 575 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
312,2007-10-10 00:00:00,2007-10-10 10:45:00,2007-10-10 11:09:00,283,KPHC012,Misery point,47.65506,-122.82842,13.3,12,11.8,30,.814,14.4,19.7,15.1,214,202,0,0,Row 576 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
315,2007-10-17 00:00:00,2007-10-17 12:55:00,2007-10-17 15:07:00,290,JCHC021,Duckabush,47.64711,-122.92964,12.9,10.7,10.7,,7.375,,72.2,.49,0,0,,,Row 577 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
314,2007-10-17 00:00:00,2007-10-17 12:25:00,2007-10-17 14:27:00,290,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,9.9,9.4,9.5,,.446,,26.9,26.3,35.4,29.4,,,Row 578 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
321,2007-10-17 00:00:00,2007-10-17 11:15:00,2007-10-17 03:16:00,290,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,11.4,11.5,11.5,,2.724,,2.52,7.09,3440,3120,,,Row 579 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
320,2007-10-17 00:00:00,2007-10-17 10:30:00,2007-10-17 03:16:00,290,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,10.8,11.9,12,,3.675,,407,149,836,140,,,Row 580 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
317,2007-10-17 00:00:00,2007-10-17 12:00:00,2007-10-17 02:27:00,290,MCHH056,Hoodsport,47.39555,-123.1438,10.4,10.7,10.8,,7.163,,331,302,1330,501,,,Row 581 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
318,2007-10-17 00:00:00,2007-10-17 09:20:00,2007-10-17 05:11:00,290,MCHI018,Hammersley Inlet,47.20665,-123.01017,10.3,12.9,12.8,,.934,,703,1410,.09,.02,,,Row 582 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
319,2007-10-17 00:00:00,2007-10-17 08:55:00,2007-10-17 03:26:00,290,MCSS018,Totten Inlet,47.143,-123.06354,10.2,12.7,12.7,,1.424,,632,510,969,86.4,,,Row 583 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
316,2007-10-17 00:00:00,2007-10-17 08:30:00,2007-10-17 03:36:00,290,TCSS0T2,South Totten Inlet,47.11496,-123.02234,9.6,12.8,12.6,,.845,,31.7,28.2,260,311,,,Row 584 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
360,2007-10-20 00:00:00,2007-10-20 12:45:00,2007-10-20 07:43:00,293,JCHC021,Duckabush,47.64711,-122.92964,9,9.4,9.2,29,.272,,2.78,1.97,14.2,37.7,,,Row 585 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
358,2007-10-20 00:00:00,2007-10-20 10:32:00,2007-10-20 07:52:00,293,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,9,10.4,10.3,28,.556,,.85,.11,0,.03,,,Row 586 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
359,2007-10-20 00:00:00,2007-10-20 08:45:00,2007-10-20 08:47:00,293,TCSS0T2,South Totten Inlet,47.11496,-123.02234,4.3,9.6,9.4,36,.584,,,,8.99,3.16,,,Row 587 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
329,2007-10-24 00:00:00,2007-10-24 13:20:00,2007-10-24 00:00:00,297,JCHC021,Duckabush,47.64711,-122.92964,12.4,11.9,11.7,30,2.307,,25,36.8,19.3,2.15,,,Row 588 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
324,2007-10-24 00:00:00,2007-10-24 12:40:00,2007-10-24 00:00:00,297,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,12.5,9.8,11.1,12,.818,,168,217,232,391,,,Row 589 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
323,2007-10-24 00:00:00,2007-10-24 11:45:00,2007-10-24 00:00:00,297,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,12.4,11.5,11.5,28,7.894,,1110,3480,55.6,40.5,,,Row 590 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
326,2007-10-24 00:00:00,2007-10-24 11:00:00,2007-10-24 00:00:00,297,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,12.2,11.7,11.3,28,1.964,,38.3,44.3,19.6,37.5,,,Row 591 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
